,ISBN,address,booktitle,doi,journal,language,month,note,number,pages,publisher,title,url,volume,year,clean,title_Arxiv,pdf_url_Arxiv,published_Arxiv,result_Arxiv,idv1,Arxiv_name,id,version,Anth_name,Succes,w_Anth,w_Arxiv,pages_Anth,pages_Arxiv,cosine,ref_Anth,ref_Arxiv,Jaccard,cosine_avg
68,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.739,,,November,,,9359--9368,Association for Computational Linguistics,Sparsity and Sentence Structure in Encoder-Decoder Attention of Summarization Systems,https://aclanthology.org/2021.emnlp-main.739,,2021,Sparsity and Sentence Structure in Encoder Decoder Attention of Summarization Systems,Sparsity and Sentence Structure in Encoder-Decoder Attention of Summarization Systems,http://arxiv.org/pdf/2109.03888v1,2021-09-08 19:32:42+00:00,http://arxiv.org/abs/2109.03888v1,2109.03888v1,2109.03888v1.Sparsity_and_Sentence_Structure_in_Encoder_Decoder_Attention_of_Summarization_Systems.pdf,2109.03888v1,1,Anth-Sparsity and Sentence Structure in Encoder-Decoder Attention of Summarization Systems.pdf,1.0,5911.0,5879.0,10.0,10.0,,63.0,51.0,0.9937998228520815,0.948928
69,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.86,,,November,,,1006--1015,Association for Computational Linguistics,Task-adaptive Pre-training and Self-training are Complementary for Natural Language Understanding,https://aclanthology.org/2021.findings-emnlp.86,,2021,Task adaptive Pre training and Self training are Complementary for Natural Language Understanding,Task-adaptive Pre-training and Self-training are Complementary for Natural Language Understanding,http://arxiv.org/pdf/2109.06466v1,2021-09-14 06:24:28+00:00,http://arxiv.org/abs/2109.06466v1,2109.06466v1,2109.06466v1.Task_adaptive_Pre_training_and_Self_training_are_Complementary_for_Natural_Language_Understanding.pdf,2109.06466v1,1,Anth-Task-adaptive Pre-training and Self-training are Complementary for Natural Language Understanding.pdf,1.0,6179.0,6150.0,10.0,10.0,,50.0,38.0,0.9910403185664509,0.935038
70,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.288,,,November,,,3386--3397,Association for Computational Linguistics,Detecting Community Sensitive Norm Violations in Online Conversations,https://aclanthology.org/2021.findings-emnlp.288,,2021,Detecting Community Sensitive Norm Violations in Online Conversations,Detecting Community Sensitive Norm Violations in Online Conversations,http://arxiv.org/pdf/2110.04419v1,2021-10-09 00:39:35+00:00,http://arxiv.org/abs/2110.04419v1,2110.04419v1,2110.04419v1.Detecting_Community_Sensitive_Norm_Violations_in_Online_Conversations.pdf,2110.04419v1,1,Anth-Detecting Community Sensitive Norm Violations in Online Conversations.pdf,1.0,7246.0,7215.0,12.0,12.0,,45.0,28.0,0.9917457697069748,0.95469
71,,Online,Proceedings of the The 19th Annual Workshop of the Australasian Language Technology Association,,,,December,,,1--11,Australasian Language Technology Association,Findings on Conversation Disentanglement,https://aclanthology.org/2021.alta-1.1,,2021,Findings on Conversation Disentanglement,Findings on Conversation Disentanglement,http://arxiv.org/pdf/2112.05346v1,2021-12-10 05:54:48+00:00,http://arxiv.org/abs/2112.05346v1,2112.05346v1,2112.05346v1.Findings_on_Conversation_Disentanglement.pdf,2112.05346v1,1,Anth-Findings on Conversation Disentanglement.pdf,1.0,6693.0,6691.0,11.0,11.0,,30.0,30.0,0.9973776223776224,0.991043
72,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,10.18653/v1/2021.emnlp-demo.7,,,November,,,50--62,Association for Computational Linguistics,COMBO: State-of-the-Art Morphosyntactic Analysis,https://aclanthology.org/2021.emnlp-demo.7,,2021,COMBO  State of the Art Morphosyntactic Analysis,COMBO: State-of-the-Art Morphosyntactic Analysis,http://arxiv.org/pdf/2109.05361v1,2021-09-11 20:00:20+00:00,http://arxiv.org/abs/2109.05361v1,2109.05361v1,2109.05361v1.COMBO_State_of_the_Art_Morphosyntactic_Analysis.pdf,2109.05361v1,1,,1.0,6614.0,6577.0,13.0,13.0,,85.0,76.0,0.9943820224719101,0.930578
73,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.429,,,November,,,5291--5302,Association for Computational Linguistics,Modular Self-Supervision for Document-Level Relation Extraction,https://aclanthology.org/2021.emnlp-main.429,,2021,Modular Self Supervision for Document Level Relation Extraction,Modular Self-Supervision for Document-Level Relation Extraction,http://arxiv.org/pdf/2109.05362v1,2021-09-11 20:09:18+00:00,http://arxiv.org/abs/2109.05362v1,2109.05362v1,2109.05362v1.Modular_Self_Supervision_for_Document_Level_Relation_Extraction.pdf,2109.05362v1,1,Anth-Modular Self-Supervision for Document-Level Relation Extraction.pdf,1.0,7468.0,7434.0,12.0,12.0,,87.0,74.0,0.9933489827856025,0.952978
74,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.659,,,November,,,8365--8381,Association for Computational Linguistics,RAP: Robustness-Aware Perturbations for Defending against Backdoor Attacks on NLP Models,https://aclanthology.org/2021.emnlp-main.659,,2021,RAP  Robustness Aware Perturbations for Defending against Backdoor Attacks on NLP Models,RAP: Robustness-Aware Perturbations for Defending against Backdoor Attacks on NLP Models,http://arxiv.org/pdf/2110.07831v1,2021-10-15 03:09:26+00:00,http://arxiv.org/abs/2110.07831v1,2110.07831v1,2110.07831v1.RAP_Robustness_Aware_Perturbations_for_Defending_against_Backdoor_Attacks_on_NLP_Models.pdf,2110.07831v1,1,,1.0,10328.0,10289.0,17.0,17.0,,100.0,88.0,0.9929055143502096,0.973678
75,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.75,,,November,,,881--894,Association for Computational Linguistics,Discovering Representation Sprachbund For Multilingual Pre-Training,https://aclanthology.org/2021.findings-emnlp.75,,2021,Discovering Representation Sprachbund For Multilingual Pre Training,Discovering Representation Sprachbund For Multilingual Pre-Training,http://arxiv.org/pdf/2109.00271v1,2021-09-01 09:32:06+00:00,http://arxiv.org/abs/2109.00271v1,2109.00271v1,2109.00271v1.Discovering_Representation_Sprachbund_For_Multilingual_Pre_Training.pdf,2109.00271v1,1,Anth-Discovering Representation Sprachbund For Multilingual Pre-Training.pdf,1.0,7631.0,6838.0,14.0,13.0,,54.0,44.0,0.7779568159845311,0.797452
76,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.60,,,November,,,689--705,Association for Computational Linguistics,How Suitable Are Subword Segmentation Strategies for Translating Non-Concatenative Morphology?,https://aclanthology.org/2021.findings-emnlp.60,,2021,How Suitable Are Subword Segmentation Strategies for Translating Non Concatenative Morphology ,How Suitable Are Subword Segmentation Strategies for Translating Non-Concatenative Morphology?,http://arxiv.org/pdf/2109.01100v1,2021-09-02 17:23:21+00:00,http://arxiv.org/abs/2109.01100v1,2109.01100v1,2109.01100v1.How_Suitable_Are_Subword_Segmentation_Strategies_for_Translating_Non_Concatenative_Morphology.pdf,2109.01100v1,1,,1.0,9672.0,9625.0,17.0,17.0,,87.0,71.0,0.9853198182453687,0.978101
77,,Online,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,10.18653/v1/2021.findings-acl.369,,,August,,,4214--4226,Association for Computational Linguistics,Marked Attribute Bias in Natural Language Inference,https://aclanthology.org/2021.findings-acl.369,,2021,Marked Attribute Bias in Natural Language Inference,Marked Attribute Bias in Natural Language Inference,http://arxiv.org/pdf/2109.14039v1,2021-09-28 20:45:02+00:00,http://arxiv.org/abs/2109.14039v1,2109.14039v1,2109.14039v1.Marked_Attribute_Bias_in_Natural_Language_Inference.pdf,2109.14039v1,1,Anth-Marked Attribute Bias in Natural Language Inference.pdf,1.0,8075.0,8043.0,13.0,13.0,,50.0,41.0,0.992626404494382,0.970078
78,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.208,,,November,,,2428--2434,Association for Computational Linguistics,Attention-based Contrastive Learning for Winograd Schemas,https://aclanthology.org/2021.findings-emnlp.208,,2021,Attention based Contrastive Learning for Winograd Schemas,Attention-based Contrastive Learning for Winograd Schemas,http://arxiv.org/pdf/2109.05108v1,2021-09-10 21:10:22+00:00,http://arxiv.org/abs/2109.05108v1,2109.05108v1,2109.05108v1.Attention_based_Contrastive_Learning_for_Winograd_Schemas.pdf,2109.05108v1,1,Anth-Attention-based Contrastive Learning for Winograd Schemas.pdf,1.0,4024.0,3998.0,7.0,7.0,,58.0,48.0,0.9916666666666667,0.928832
79,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.210,,,November,,,2447--2469,Association for Computational Linguistics,Challenges in Detoxifying Language Models,https://aclanthology.org/2021.findings-emnlp.210,,2021,Challenges in Detoxifying Language Models,Challenges in Detoxifying Language Models,http://arxiv.org/pdf/2109.07445v1,2021-09-15 17:27:06+00:00,http://arxiv.org/abs/2109.07445v1,2109.07445v1,2109.07445v1.Challenges_in_Detoxifying_Language_Models.pdf,2109.07445v1,1,Anth-Challenges in Detoxifying Language Models.pdf,1.0,14056.0,14014.0,23.0,23.0,,108.0,93.0,0.9930281199163374,0.986614
80,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.83,,,November,,,977--984,Association for Computational Linguistics,Calibrate your listeners! Robust communication-based training for pragmatic speakers,https://aclanthology.org/2021.findings-emnlp.83,,2021,Calibrate your listeners  Robust communication based training for pragmatic speakers,Calibrate your listeners! Robust communication-based training for pragmatic speakers,http://arxiv.org/pdf/2110.05422v1,2021-10-11 17:07:38+00:00,http://arxiv.org/abs/2110.05422v1,2110.05422v1,2110.05422v1.Calibrate_your_listeners_Robust_communication_based_training_for_pragmatic_speakers.pdf,2110.05422v1,1,2021-Calibrate your listeners! Robust communication-based training for pragmatic speakers.pdf,1.0,4591.0,4564.0,8.0,8.0,,40.0,32.0,0.9876923076923076,0.939171
81,,"Punta Cana, Dominican Republic",Proceedings of the 1st Workshop on Multilingual Representation Learning,10.18653/v1/2021.mrl-1.17,,,November,,,191--210,Association for Computational Linguistics,Shaking Syntactic Trees on the Sesame Street: Multilingual Probing with Controllable Perturbations,https://aclanthology.org/2021.mrl-1.17,,2021,Shaking Syntactic Trees on the Sesame Street  Multilingual Probing with Controllable Perturbations,Shaking Syntactic Trees on the Sesame Street: Multilingual Probing with Controllable Perturbations,http://arxiv.org/pdf/2109.14017v1,2021-09-28 20:15:29+00:00,http://arxiv.org/abs/2109.14017v1,2109.14017v1,2109.14017v1.Shaking_Syntactic_Trees_on_the_Sesame_Street_Multilingual_Probing_with_Controllable_Perturbations.pdf,2109.14017v1,1,,1.0,8776.0,8737.0,20.0,20.0,,115.0,105.0,0.9911894273127754,0.975208
82,,Online,Proceedings of the Seventh Workshop on Noisy User-generated Text (W-NUT 2021),10.18653/v1/2021.wnut-1.49,,,November,,,445--450,Association for Computational Linguistics,BERTweetFR : Domain Adaptation of Pre-Trained Language Models for French Tweets,https://aclanthology.org/2021.wnut-1.49,,2021,BERTweetFR   Domain Adaptation of Pre Trained Language Models for French Tweets,BERTweetFR : Domain Adaptation of Pre-Trained Language Models for French Tweets,http://arxiv.org/pdf/2109.10234v1,2021-09-21 15:00:41+00:00,http://arxiv.org/abs/2109.10234v1,2109.10234v1,2109.10234v1.BERTweetFR_Domain_Adaptation_of_Pre_Trained_Language_Models_for_French_Tweets.pdf,2109.10234v1,1,,1.0,3452.0,3422.0,6.0,6.0,,37.0,30.0,0.9865591397849462,0.889185
83,,Virtual,Proceedings of the Second Workshop on Simple and Efficient Natural Language Processing,10.18653/v1/2021.sustainlp-1.17,,,November,,,166--173,Association for Computational Linguistics,Unsupervised Contextualized Document Representation,https://aclanthology.org/2021.sustainlp-1.17,,2021,Unsupervised Contextualized Document Representation,Unsupervised Contextualized Document Representation,http://arxiv.org/pdf/2109.10509v1,2021-09-22 03:56:33+00:00,http://arxiv.org/abs/2109.10509v1,2109.10509v1,2109.10509v1.Unsupervised_Contextualized_Document_Representation.pdf,2109.10509v1,1,Anth-Unsupervised Contextualized Document Representation.pdf,1.0,5044.0,5133.0,8.0,9.0,,64.0,57.0,0.9355478433316807,0.85581
84,,"Barcelona, Spain (Online)",Proceedings of the 28th International Conference on Computational Linguistics,10.18653/v1/2020.coling-main.119,,,December,,,1384--1395,International Committee on Computational Linguistics,Harnessing Cross-lingual Features to Improve Cognate Detection for Low-resource Languages,https://aclanthology.org/2020.coling-main.119,,2020,Harnessing Cross lingual Features to Improve Cognate Detection for Low resource Languages,Harnessing Cross-lingual Features to Improve Cognate Detection for Low-resource Languages,http://arxiv.org/pdf/2112.08789v1,2021-12-16 11:17:58+00:00,http://arxiv.org/abs/2112.08789v1,2112.08789v1,2112.08789v1.Harnessing_Cross_lingual_Features_to_Improve_Cognate_Detection_for_Low_resource_Languages.pdf,2112.08789v1,1,Anth-Harnessing Cross-lingual Features to Improve Cognate Detection for Low-resource Languages.pdf,1.0,7596.0,7552.0,12.0,12.0,,73.0,61.0,0.9879658385093167,0.957826
85,,"Punta Cana, Dominican Republic",Proceedings of the First Workshop on Causal Inference and NLP,10.18653/v1/2021.cinlp-1.7,,,November,,,83--94,Association for Computational Linguistics,Identifying Causal Influences on Publication Trends and Behavior: A Case Study of the Computational Linguistics Community,https://aclanthology.org/2021.cinlp-1.7,,2021,Identifying Causal Influences on Publication Trends and Behavior  A Case Study of the Computational Linguistics Community,Identifying Causal Influences on Publication Trends and Behavior: A Case Study of the Computational Linguistics Community,http://arxiv.org/pdf/2110.07938v1,2021-10-15 08:36:13+00:00,http://arxiv.org/abs/2110.07938v1,2110.07938v1,2110.07938v1.Identifying_Causal_Influences_on_Publication_Trends_and_Behavior_A_Case_Study_of_the_Computational_Linguistics_Community.pdf,2110.07938v1,1,,1.0,6816.0,6785.0,12.0,12.0,,74.0,63.0,0.991980753809142,0.959061
86,,Online,Proceedings of the 2nd Workshop on NLP for Music and Spoken Audio (NLP4MusA),,,,November,,,1--5,Association for Computational Linguistics,Improving Real-time Score Following in Opera by Combining Music with Lyrics Tracking,https://aclanthology.org/2021.nlp4musa-1.1,,2021,Improving Real time Score Following in Opera by Combining Music with Lyrics Tracking,Improving Real-time Score Following in Opera by Combining Music with Lyrics Tracking,http://arxiv.org/pdf/2110.02592v1,2021-10-06 08:58:04+00:00,http://arxiv.org/abs/2110.02592v1,2110.02592v1,2110.02592v1.Improving_Real_time_Score_Following_in_Opera_by_Combining_Music_with_Lyrics_Tracking.pdf,2110.02592v1,1,Anth-Improving Real-time Score Following in Opera by Combining Music with Lyrics Tracking.pdf,1.0,3384.0,3384.0,5.0,5.0,,17.0,17.0,1.0,1.0
87,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.780,,,November,,,9902--9910,Association for Computational Linguistics,Exploiting Twitter as Source of Large Corpora of Weakly Similar Pairs for Semantic Sentence Embeddings,https://aclanthology.org/2021.emnlp-main.780,,2021,Exploiting Twitter as Source of Large Corpora of Weakly Similar Pairs for Semantic Sentence Embeddings,Exploiting Twitter as Source of Large Corpora of Weakly Similar Pairs for Semantic Sentence Embeddings,http://arxiv.org/pdf/2110.02030v1,2021-10-05 13:21:40+00:00,http://arxiv.org/abs/2110.02030v1,2110.02030v1,2110.02030v1.Exploiting_Twitter_as_Source_of_Large_Corpora_of_Weakly_Similar_Pairs_for_Semantic_Sentence_Embeddings.pdf,2110.02030v1,1,Anth-Exploiting Twitter as Source of Large Corpora of Weakly Similar Pairs for Semantic Sentence Embeddings.pdf,1.0,6112.0,6081.0,9.0,9.0,,70.0,64.0,0.9941770186335404,0.960157
88,,"Punta Cana, Dominican Republic",Proceedings of the Natural Legal Language Processing Workshop 2021,10.18653/v1/2021.nllp-1.4,,,November,,,36--45,Association for Computational Linguistics,Automated Extraction of Sentencing Decisions from Court Cases in the Hebrew Language,https://aclanthology.org/2021.nllp-1.4,,2021,Automated Extraction of Sentencing Decisions from Court Cases in the Hebrew Language,Automated Extraction of Sentencing Decisions from Court Cases in the Hebrew Language,http://arxiv.org/pdf/2110.12383v1,2021-10-24 08:01:41+00:00,http://arxiv.org/abs/2110.12383v1,2110.12383v1,2110.12383v1.Automated_Extraction_of_Sentencing_Decisions_from_Court_Cases_in_the_Hebrew_Language.pdf,2110.12383v1,1,Anth-Automated Extraction of Sentencing Decisions from Court Cases in the Hebrew Language.pdf,1.0,6137.0,5858.0,10.0,10.0,,25.0,0.0,0.7220582032897511,0.90512
89,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.449,,,November,,,5527--5539,Association for Computational Linguistics,Comparing Text Representations: A Theory-Driven Approach,https://aclanthology.org/2021.emnlp-main.449,,2021,Comparing Text Representations  A Theory Driven Approach,Comparing Text Representations: A Theory-Driven Approach,http://arxiv.org/pdf/2109.07458v1,2021-09-15 17:48:19+00:00,http://arxiv.org/abs/2109.07458v1,2109.07458v1,2109.07458v1.Comparing_Text_Representations_A_Theory_Driven_Approach.pdf,2109.07458v1,1,,1.0,8727.0,8692.0,13.0,13.0,,68.0,58.0,0.9911775987725355,0.967268
90,,Online,Proceedings of the Third Workshop on Financial Technology and Natural Language Processing,,,,19 August,,,46--51,-,Term Expansion and FinBERT fine-tuning for Hypernym and Synonym Ranking of Financial Terms,https://aclanthology.org/2021.finnlp-1.8,,2021,Term Expansion and FinBERT fine tuning for Hypernym and Synonym Ranking of Financial Terms,Term Expansion and FinBERT fine-tuning for Hypernym and Synonym Ranking of Financial Terms,http://arxiv.org/pdf/2107.13764v1,2021-07-29 06:17:44+00:00,http://arxiv.org/abs/2107.13764v1,2107.13764v1,2107.13764v1.Term_Expansion_and_FinBERT_fine_tuning_for_Hypernym_and_Synonym_Ranking_of_Financial_Terms.pdf,2107.13764v1,1,Anth-Term Expansion and FinBERT fine-tuning for Hypernym and Synonym Ranking of Financial Terms.pdf,1.0,4269.0,4256.0,6.0,6.0,,60.0,0.0,0.9668874172185431,0.971775
91,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,10.18653/v1/2021.emnlp-demo.27,,,November,,,231--241,Association for Computational Linguistics,DomiKnowS: A Library for Integration of Symbolic Domain Knowledge in Deep Learning,https://aclanthology.org/2021.emnlp-demo.27,,2021,DomiKnowS  A Library for Integration of Symbolic Domain Knowledge in Deep Learning,DomiKnowS: A Library for Integration of Symbolic Domain Knowledge in Deep Learning,http://arxiv.org/pdf/2108.12370v1,2021-08-27 16:06:42+00:00,http://arxiv.org/abs/2108.12370v1,2108.12370v1,2108.12370v1.DomiKnowS_A_Library_for_Integration_of_Symbolic_Domain_Knowledge_in_Deep_Learning.pdf,2108.12370v1,1,,1.0,6232.0,5881.0,11.0,11.0,,47.0,38.0,0.9037675896504767,0.880747
92,,Online,Proceedings of the 25th Conference on Computational Natural Language Learning,10.18653/v1/2021.conll-1.5,,,November,,,58--71,Association for Computational Linguistics,On Language Models for Creoles,https://aclanthology.org/2021.conll-1.5,,2021,On Language Models for Creoles,On Language Models for Creoles,http://arxiv.org/pdf/2109.06074v1,2021-09-13 15:51:15+00:00,http://arxiv.org/abs/2109.06074v1,2109.06074v1,2109.06074v1.On_Language_Models_for_Creoles.pdf,2109.06074v1,1,Anth-On Language Models for Creoles.pdf,1.0,8065.0,8030.0,14.0,14.0,,89.0,78.0,0.9938593797973595,0.943051
93,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,10.18653/v1/2021.emnlp-demo.21,,,November,,,175--184,Association for Computational Linguistics,Datasets: A Community Library for Natural Language Processing,https://aclanthology.org/2021.emnlp-demo.21,,2021,Datasets  A Community Library for Natural Language Processing,Datasets: A Community Library for Natural Language Processing,http://arxiv.org/pdf/2109.02846v1,2021-09-07 03:59:22+00:00,http://arxiv.org/abs/2109.02846v1,2109.02846v1,2109.02846v1.Datasets_A_Community_Library_for_Natural_Language_Processing.pdf,2109.02846v1,1,,1.0,5202.0,5168.0,10.0,10.0,,60.0,47.0,0.993415956622773,0.90935
94,,Online,Proceedings of the 4th Workshop on Challenges and Applications of Automated Extraction of Socio-political Events from Text (CASE 2021),10.18653/v1/2021.case-1.1,,,August,,,1--9,Association for Computational Linguistics,Challenges and Applications of Automated Extraction of Socio-political Events from Text (CASE 2021): Workshop and Shared Task Report,https://aclanthology.org/2021.case-1.1,,2021,Challenges and Applications of Automated Extraction of Socio political Events from Text (CASE 2021)  Workshop and Shared Task Report,Challenges and Applications of Automated Extraction of Socio-political Events from Text (CASE 2021): Workshop and Shared Task Report,http://arxiv.org/pdf/2108.07865v1,2021-08-17 20:29:49+00:00,http://arxiv.org/abs/2108.07865v1,2108.07865v1,2108.07865v1.Challenges_and_Applications_of_Automated_Extraction_of_Socio_political_Events_from_Text_CASE_2021_Workshop_and_Shared_Task_Report.pdf,2108.07865v1,1,,1.0,5553.0,5480.0,9.0,9.0,,87.0,73.0,0.9676484789956543,0.890967
95,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.374,,,November,,,4569--4580,Association for Computational Linguistics,Mind the Style of Text! Adversarial and Backdoor Attacks Based on Text Style Transfer,https://aclanthology.org/2021.emnlp-main.374,,2021,Mind the Style of Text  Adversarial and Backdoor Attacks Based on Text Style Transfer,Mind the Style of Text! Adversarial and Backdoor Attacks Based on Text Style Transfer,http://arxiv.org/pdf/2110.07139v1,2021-10-14 03:54:16+00:00,http://arxiv.org/abs/2110.07139v1,2110.07139v1,2110.07139v1.Mind_the_Style_of_Text_Adversarial_and_Backdoor_Attacks_Based_on_Text_Style_Transfer.pdf,2110.07139v1,1,2021-Mind the Style of Text! Adversarial and Backdoor Attacks Based on Text Style Transfer.pdf,1.0,8385.0,8351.0,12.0,12.0,,69.0,57.0,0.9914802981895634,0.948582
96,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.474,,,November,,,5865--5875,Association for Computational Linguistics,Classification-based Quality Estimation: Small and Efficient Models for Real-world Applications,https://aclanthology.org/2021.emnlp-main.474,,2021,Classification based Quality Estimation  Small and Efficient Models for Real world Applications,Classification-based Quality Estimation: Small and Efficient Models for Real-world Applications,http://arxiv.org/pdf/2109.08627v1,2021-09-17 16:14:52+00:00,http://arxiv.org/abs/2109.08627v1,2109.08627v1,2109.08627v1.Classification_based_Quality_Estimation_Small_and_Efficient_Models_for_Real_world_Applications.pdf,2109.08627v1,1,,1.0,6128.0,6071.0,11.0,11.0,,59.0,47.0,0.98659793814433,0.957
97,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.675,,,November,,,8584--8595,Association for Computational Linguistics,Role of Language Relatedness in Multilingual Fine-tuning of Language Models: A Case Study in Indo-Aryan Languages,https://aclanthology.org/2021.emnlp-main.675,,2021,Role of Language Relatedness in Multilingual Fine tuning of Language Models  A Case Study in Indo Aryan Languages,Role of Language Relatedness in Multilingual Fine-tuning of Language Models: A Case Study in Indo-Aryan Languages,http://arxiv.org/pdf/2109.10534v1,2021-09-22 06:37:39+00:00,http://arxiv.org/abs/2109.10534v1,2109.10534v1,2109.10534v1.Role_of_Language_Relatedness_in_Multilingual_Fine_tuning_of_Language_Models_A_Case_Study_in_Indo_Aryan_Languages.pdf,2109.10534v1,1,,1.0,6579.0,6742.0,12.0,12.0,,55.0,41.0,0.9066901408450704,0.926871
98,,Virtual,Proceedings of the Second Workshop on Simple and Efficient Natural Language Processing,10.18653/v1/2021.sustainlp-1.13,,,November,,,119--133,Association for Computational Linguistics,Distiller: A Systematic Study of Model Distillation Methods in Natural Language Processing,https://aclanthology.org/2021.sustainlp-1.13,,2021,Distiller  A Systematic Study of Model Distillation Methods in Natural Language Processing,Distiller: A Systematic Study of Model Distillation Methods in Natural Language Processing,http://arxiv.org/pdf/2109.11105v1,2021-09-23 02:12:28+00:00,http://arxiv.org/abs/2109.11105v1,2109.11105v1,2109.11105v1.Distiller_A_Systematic_Study_of_Model_Distillation_Methods_in_Natural_Language_Processing.pdf,2109.11105v1,1,,1.0,9342.0,9305.0,15.0,15.0,,59.0,49.0,0.9915081521739131,0.964923
99,,"Syktyvkar, Russia (Online)",Proceedings of the Seventh International Workshop on Computational Linguistics of Uralic Languages,,,,September,,,65--72,Association for Computational Linguistics,The Current State of Finnish NLP,https://aclanthology.org/2021.iwclul-1.8,,2021,The Current State of Finnish NLP,The Current State of Finnish NLP,http://arxiv.org/pdf/2109.11326v1,2021-09-23 12:19:56+00:00,http://arxiv.org/abs/2109.11326v1,2109.11326v1,2109.11326v1.The_Current_State_of_Finnish_NLP.pdf,2109.11326v1,1,Anth-The Current State of Finnish NLP.pdf,1.0,4564.0,4527.0,8.0,8.0,,110.0,141.0,0.8082975679542204,0.928117
100,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.193,,,November,,,2492--2498,Association for Computational Linguistics,Evaluating Debiasing Techniques for Intersectional Biases,https://aclanthology.org/2021.emnlp-main.193,,2021,Evaluating Debiasing Techniques for Intersectional Biases,Evaluating Debiasing Techniques for Intersectional Biases,http://arxiv.org/pdf/2109.10441v1,2021-09-21 22:01:28+00:00,http://arxiv.org/abs/2109.10441v1,2109.10441v1,2109.10441v1.Evaluating_Debiasing_Techniques_for_Intersectional_Biases.pdf,2109.10441v1,1,Anth-Evaluating Debiasing Techniques for Intersectional Biases.pdf,1.0,3750.0,3721.0,7.0,7.0,,30.0,23.0,0.9919901417128774,0.905842
101,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,10.18653/v1/2021.emnlp-demo.31,,,November,,,267--274,Association for Computational Linguistics,Project Debater APIs: Decomposing the AI Grand Challenge,https://aclanthology.org/2021.emnlp-demo.31,,2021,Project Debater APIs  Decomposing the AI Grand Challenge,Project Debater APIs: Decomposing the AI Grand Challenge,http://arxiv.org/pdf/2110.01029v1,2021-10-03 15:50:32+00:00,http://arxiv.org/abs/2110.01029v1,2110.01029v1,2110.01029v1.Project_Debater_APIs_Decomposing_the_AI_Grand_Challenge.pdf,2110.01029v1,1,,1.0,4654.0,4622.0,8.0,8.0,,33.0,26.0,0.992485549132948,0.923176
102,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.462,,,November,,,5715--5731,Association for Computational Linguistics,STraTA: Self-Training with Task Augmentation for Better Few-shot Learning,https://aclanthology.org/2021.emnlp-main.462,,2021,STraTA  Self Training with Task Augmentation for Better Few shot Learning,STraTA: Self-Training with Task Augmentation for Better Few-shot Learning,http://arxiv.org/pdf/2109.06270v2,2021-09-13 19:14:01+00:00,http://arxiv.org/abs/2109.06270v2,2109.06270v1,2109.06270v1.STraTA_Self_Training_with_Task_Augmentation_for_Better_Few_shot_Learning.pdf,2109.06270v1,1,,1.0,9756.0,9717.0,17.0,17.0,,152.0,129.0,0.9930379746835443,0.968359
